Competiton;City;Year;Day #;Race #;Distance;Gender (race);Solo/ Relay;Repechage;Race type;Heat #;# of skaters;Penalty;First name;Last name;Gender (fallen);Helmet #;Country;Fall / Out of track;Lap #;Turn #;Place of fall;Solo/ Group;Reason of fall;First impact;Second impact;Mattress impact;Head impact;Timing video;Impact speed mean;Impact speed m1;Impact speed m2;Impact speed m3;Not displayed;Comments
World Cup;Almaty;2022;1;74;1500m;Men;Solo;No;Quarterfinals;2;6;Yes;Niall;Treacy;Man;;UK;Fall;9;2;Turn entrance;Group;Opponent contact;Hip;None;Yes;Direct impact;04:36:17;#DIV/0!;;;;;
World Cup;Nagoya;2021;2;130;3000m;Women;Relay;No;Quarterfinals;4;3;Yes;No data;No data;Woman;;USA;Fall;No data;None;Straight line;Group;Opponent contact;Knee;Hip;No data;No data;05:51:31;#DIV/0!;;;;;
World Cup;Almaty;2022;1;74;1500m;Men;Solo;No;Quarterfinals;2;6;Yes;Donghyun;Lee;Man;;Korea;Fall;9;2;Turn entrance;Group;Opponent fall;Abdomen;None;Yes;Indirect impact;04:36:17;#DIV/0!;;;;;
World Cup;Nagoya;2021;2;131;5000m;Men;Relay;No;Quarterfinals;1;4;Yes;No data;No data;Man;;Turkiye;Fall;25;None;Straight line;Group;Relay push;Knee;Hip;No;None;06:09:18;#DIV/0!;;;;;
World Cup;Almaty;2022;1;74;1500m;Men;Solo;No;Quarterfinals;2;6;Yes;Liam;O Brien;Man;;Irlande;Fall;9;2;Turn entrance;Group;Opponent fall;Knee;Hip;Yes;Direct impact;04:36:17;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;136;1500m;Women;Solo;Yes;Heats;2;7;Yes;Camille;De Serres-Rainville;Woman;;Canada;Fall;9;2;End of turn;Group;Opponent contact;Hip;None;Yes;No data;00:21:25;#DIV/0!;;;;;
World Cup;Almaty;2022;1;78;1500m;Men;Solo;No;Quarterfinals;7;7;No;Chonlachart;Taprom;Man;;Thailand;Fall;5;2;Turn;Group;Opponent contact;Knee;Hip;Yes;No data;04:55:41;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;136;1500m;Women;Solo;Yes;Heats;2;7;Yes;Vera;Rasskazova;Woman;;Russia;Fall;9;2;End of turn;Group;Opponent fall;Hip;Elbow;Yes;No data;00:21:25;#DIV/0!;;;;;
World Cup;Almaty;2022;1;79;3000m;Women;Relay;No;Quarterfinals;1;3;No;Aoi;Watanabe;Woman;;Japan;Fall;11;None;Straight line;Solo;Stumbles;Knee;Hip + elbow;No;None;05:17:12;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;139;1500m;Men;Solo;Yes;Heats;7;7;No;Michal;Niewinski;Man;;Poland;Fall;14;None;Finish line;Group;Opponent contact;Butt;None;Yes;No data;00:42:41;#DIV/0!;;;;;
World Cup;Almaty;2022;2;97;1500m;Men;Solo;Yes;Quarterfinals;2;7;Yes;Triphop;Thongngam;Man;;Thailand;Fall;6;2;Turn;Group;Opponent contact;Hip + elbow;None;Yes;Indirect impact;00:32:32;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;140;1500m;Men;Solo;Yes;Heats;3;7;Yes;Roberts;Kruzbergs;Man;;Latvia;Fall;12;1;End of turn;Group;Opponent contact;Hip;None;Yes;No data;00:45:46;#DIV/0!;;;;;
World Cup;Almaty;2022;2;99;1500m;Men;Solo;Yes;Quarterfinals;4;5;Yes;Adriaan;Dewagtere;Man;;Belgium;Fall;9;2;Turn;Group;Opponent contact;Butt;None;Yes;None;00:38:15;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;140;1500m;Men;Solo;Yes;Heats;3;7;Yes;Farrell;Treacy;Man;;UK;Fall;12;1;End of turn;Group;Opponent contact;Butt;None;Yes;No data;00:45:46;#DIV/0!;;;;;
World Cup;Almaty;2022;2;102;1000m;Women;Solo;Yes;Semifinals;2;5;No;Nicole;Botter Gomez;Woman;;Italy;Fall;4;1;Turn;Group;Opponent contact;Butt;None;Yes;Indirect impact;00:56:30;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;146;500m;Men;Solo;Yes;Heats;3;5;No;Quentin;Fercoq;Man;;France;Fall;2;1;End of turn;Solo;Sliding;Hip;None;Yes;No data;01:16:55;#DIV/0!;;;;;
World Cup;Almaty;2022;2;103;1000m;Men;Solo;Yes;Semifinals;1;4;Yes;Adil;Galiakhmetov;Man;;Kazakhstan;Out of track;6;1;End of turn;Group;Opponent fall;None;None;No;None;01:00:25;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;149;1500m;Women;Solo;No;Semifinals;2;7;Yes;Kristen;Santos;Woman;;USA;Fall;14;1;Finish line;Group;Opponent contact;Hip;None;Yes;Indirect impact;00:20:56;#DIV/0!;;;;;
World Cup;Almaty;2022;2;103;1000m;Men;Solo;Yes;Semifinals;1;4;Yes;Andrea;Cassinelli;Man;;Italy;Out of track;6;1;End of turn;Solo;Cone;Butt;None;No;None;01:00:25;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;149;1500m;Women;Solo;No;Semifinals;2;7;Yes;Xandra;Velzeboer;Woman;;The Netherlands;Fall;14;1;Finish line;Group;Opponent fall;Elbow;Hip;Yes;Direct impact;00:20:56;#DIV/0!;;;;;
World Cup;Almaty;2022;2;105;1500m;Women;Solo;Yes;Semifinals;1;5;No;Maja;Somodi;Woman;;Hungary;Fall;13;None;Straight line;Group;Opponent contact;Hip;None;Yes;None;01:22:05;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;153;1500m;Men;Solo;No;Semifinals;3;7;No;Sven;Roes;Man;;The Netherlands;Fall;14;None;Straight line;Solo;Stumbles;Hip;None;Yes;None;00:43:34;#DIV/0!;;;;;
World Cup;Almaty;2022;2;106;1500m;Women;Solo;Yes;Semifinals;2;5;Yes;Gabriela;Topolska;Woman;;Poland;Fall;10;1;Turn;Group;Skates contact;Hand;Butt;Yes;No data;01:26;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;159;500m;Women;Solo;No;Quarterfinals;2;5;Yes;Corinne;Stoddard;Woman;;USA;Fall;5;1;Turn;Group;Opponent contact;Hip;None;Yes;No data;02:02:29;#DIV/0!;;;;;
World Cup;Almaty;2022;2;107;1500m;Men;Solo;Yes;Semifinals;1;7;No;William;Dandjinou;Man;;Canada;Fall;13;None;Finish line;Solo;Sliding;Hip + elbow;Flank;No;None;01:37:52;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;159;500m;Women;Solo;No;Quarterfinals;2;5;Yes;Whimin;Seo;Woman;;Korea;Fall;5;1;End of turn;Group;Opponent fall;Hip;Elbow;Yes;No data;02:02:29;#DIV/0!;;;;;
World Cup;Almaty;2022;2;110;2000m;Mixed;Relay;Yes;Semifinals;2;4;Yes;Pietro;Sighel;Man;;Italy;Fall;18;1;Turn entrance;Group;Skates contact;Hip + elbow;None;Yes;No data;02:01:44;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;160;500m;Women;Solo;No;Quarterfinals;3;5;No;Kathryn;Thomson;Woman;;UK;Fall;2;None;Straight line;Group;Opponent contact;Hand + knee;Abdomen;No;Indirect impact;02:07:07;#DIV/0!;;;;;
World Cup;Almaty;2022;2;113;1000m;Women;Solo;No;Quarterfinals;3;5;No;Kamila;Stormowska;Woman;;Poland;Fall;1;1;End of turn;Solo;Cone;Hand + knee;Hip;Yes;None;00:20:56;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;162;500m;Men;Solo;No;Quarterfinals;1;5;Yes;Songnan;Yu;Man;;China;Fall;1;2;Turn;Group;Opponent contact;Knee;Hip;Yes;Indirect impact;02:14:14;#DIV/0!;;;;;
World Cup;Almaty;2022;2;119;1500m;Women;Solo;No;Semifinals;1;7;No;Aoi;Watanabe;Woman;;Japan;Fall;11;None;Straight line;Group;Skates contact;Hand + knee;Elbow;Yes;None;01:00:33;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;164;500m;Men;Solo;No;Quarterfinals;3;5;Yes;Katsunori;Koike;Man;;Japan;Fall;1;1;Start;Group;Skates contact;Shin;Hip;Yes;No data;02:23:04;#DIV/0!;;;;;
World Cup;Almaty;2022;2;119;1500m;Women;Solo;No;Semifinals;1;7;No;Soyoun;Lee;Woman;;Korea;Fall;11;None;Straight line;Group;Skates contact;Butt;None;Yes;No data;01:00:33;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;164;500m;Men;Solo;No;Quarterfinals;3;5;Yes;Dylan;Hoogerwerf;Man;;The Netherlands;Fall;1;1;Start;Group;Opponent fall;Hand + knee;Hip;Yes;No data;02:23:04;#DIV/0!;;;;;
World Cup;Almaty;2022;2;119;1500m;Women;Solo;No;Semifinals;1;7;No;Aili;Xu;Woman;;China;Fall;11;None;Straight line;Group;Opponent fall;Hip + Hand;Flank;Yes;No data;01:00:33;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;167;500m;Women;Solo;No;Semifinals;2;5;No;Florence;Brunelle;Woman;;Canada;Fall;2;2;Turn;Solo;Sliding;Butt;None;Yes;Direct impact;02:48:34;#DIV/0!;;;;;
World Cup;Almaty;2022;2;120;1500m;Women;Solo;No;Semifinals;2;8;No;Claudia;Gagnon;Woman;;Canada;Fall;2;1;Turn entrance;Group;Skates contact;Shin;Butt;Yes;None;01:07:53;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;170;500m;Women;Solo;No;Final B;None;4;No;Suzanne;Schulting;Woman;;The Netherlands;Fall;5;None;Finish line;Group;Opponent contact;Hip + elbow;None;Yes;None;03:13:00;#DIV/0!;;;;;Elbow pain
World Cup;Almaty;2022;2;121;1500m;Women;Solo;No;Semifinals;3;7;Yes;Olga;Tikhonova;Woman;;Kazakhstan;Fall;11;2;Turn entrance;Group;Opponent contact;Hip;None;Yes;No data;01:14:40;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;170;500m;Women;Solo;No;Final B;None;4;No;Kristen;Santos;Woman;;USA;Fall;5;None;Finish line;Group;Opponent contact;Butt;None;Yes;None;03:13:00;#DIV/0!;;;;;
World Cup;Almaty;2022;2;121;1500m;Women;Solo;No;Semifinals;3;7;Yes;Hanna;Sokolowska;Woman;;Poland;Fall;11;2;Turn entrance;Group;Opponent fall;Abdomen;None;Yes;No data;01:14:40;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;173;500m;Men;Solo;No;Final A;None;4;Yes;Denis;Nikisha;Man;;Kazakhstan;Fall;3;1;Turn;Group;Opponent contact;Hip;None;Yes;No data;03:31:21;#DIV/0!;;;;;
World Cup;Almaty;2022;2;127;1000m;Men;Solo;No;Semifinals;1;5;Yes;Pascal;Dion;Man;;Canada;Out of track;2;1;Turn;Group;Opponent contact;None;None;No;None;01:41:51;26,04;25,56;28,44;24,12;;
World Cup;Nagoya;2021;3;174;3000m;Women;Relay;No;Semifinals;1;4;Yes;No data;No data;Woman;;Japan;Fall;22;2;Turn entrance;Group;Opponent contact;Shin;Hip;Yes;None;04:05:40;#DIV/0!;;;;;
World Cup;Almaty;2022;2;127;1000m;Men;Solo;No;Semifinals;1;5;Yes;Jordan;Pierre-Gilles;Man;;Canada;Fall;2;1;Turn;Group;Opponent contact;Hip;None;Yes;None;01:41:51;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;175;3000m;Women;Relay;No;Semifinals;2;4;Yes;No data;No data;Woman;;Italy;Fall;8;1;End of turn;Group;Opponent contact;Hip;None;Yes;None;04:12:46;#DIV/0!;;;;;
World Cup;Almaty;2022;2;132;1500m;Men;Solo;No;Final A;None;7;No;Pietro;Sighel;Man;;Italy;Fall;13;1;Turn;Group;Skates contact;Hip + elbow;None;Yes;None;02:38:15;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;176;5000m;Men;Relay;No;Semifinals;1;4;No;No data;No data;Man;;Russia;Fall;27;None;End of turn;Group;Skates contact;Shin;Butt;Yes;None;04:24:34;#DIV/0!;;;;;
World Cup;Almaty;2022;2;133;1000m;Women;Solo;No;Final B;None;4;Yes;Jiyun;Park;Woman;;Korea;Fall;4;1;Turn entrance;Group;Blocked/pushed;Knee;Hip + elbow;Yes;Indirect impact;02:49:57;#DIV/0!;;;;;
World Cup;Nagoya;2021;3;176;5000m;Men;Relay;No;Semifinals;1;4;No;No data;No data;Man;;Italy;Fall;39;None;Straight line;Group;Skates contact;Elbow;Flank;Yes;No data;04:26:24;#DIV/0!;;;;;
World Cup;Almaty;2022;2;136;1000m;Men;Solo;No;Final A;None;6;No;Kiichi;Shigehiro;Man;;Japan;Fall;1;1;Turn;Solo;Sliding;Elbow;Hip;Yes;None;03:10:48;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;179;1000m;Women;Solo;Yes;Heats;2;4;Yes;Petra;Rusnakova;Woman;;Slovakia;Fall;6;2;Turn entrance;Group;Opponent contact;Hip + elbow;None;Yes;No data;00:48:49;#DIV/0!;;;;;
World Cup;Almaty;2022;2;136;1000m;Men;Solo;No;Final A;None;6;No;Ji Won;Park;Man;;Korea;Fall;5;1;Turn;Solo;Sliding;Elbow + knee;Hip;Yes;Direct impact;03:11:34;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;179;1000m;Women;Solo;Yes;Heats;2;4;Yes;Michaela;Hruzova;Woman;;Czech Republic;Fall;6;2;Turn;Group;Opponent contact;Butt;None;Yes;No data;00:48:51;#DIV/0!;;;;;
World Cup;Almaty;2022;2;138;2000m;Mixed;Relay;No;Final A;None;5;No;Pietro;Sighel;Man;;Italy;Fall;18;1;End of turn;Solo;Sliding;Hand + knee;Hip;Yes;None;03:34;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;183;1000m;Men;Solo;Yes;Heats;3;5;No;Niall;Treacy;Man;;UK;Fall;9;2;End of turn;Solo;Sliding;Butt;None;Yes;No data;01:00:33;#DIV/0!;;;;;
World Cup;Almaty;2022;2;142;5000m;Men;Relay;No;Semifinals;2;4;Yes;Attila;Talabos;Man;;Hungary;Fall;31;2;Turn;Solo;Sliding;Hand + knee;Hip;Yes;None;04:28:30;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;183;1000m;Men;Solo;Yes;Heats;3;5;No;Farrell;Treacy;Man;;UK;Fall;9;2;End of turn;Group;Opponent fall;Butt;Hand;Yes;No data;01:00:33;#DIV/0!;;;;;
World Cup;Almaty;2022;2;142;5000m;Men;Relay;No;Semifinals;2;4;Yes;Maxime;Laoun;Man;;Canada;Fall;42;2;Turn;Group;Opponent contact;Hip;None;Yes;None;04:30:05;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;184;1000m;Men;Solo;Yes;Heats;4;5;Yes;Denis;Nikisha;Man;;Kazakhstan;Fall;7;1;Turn;Group;Opponent contact;Hip;None;Yes;No data;01:04:55;#DIV/0!;;;;;
World Cup;Almaty;2022;2;142;5000m;Men;Relay;No;Semifinals;2;4;Yes;Kiichi;Shigehiro;Man;;Japan;Fall;42;2;Straight line;Group;Relay push;Butt;None;No;None;04:30:05;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;185;2000m;Mixed;Relay;Yes;Heats;1;3;No;No data;No data;Woman;;Bulgaria;Fall;12;2;Turn entrance;Group;Blocked/pushed;Back;Flank;Yes;No data;01:28:25;#DIV/0!;;;;;
World Cup;Almaty;2022;3;147;500m;Men;Solo;Yes;Quarterfinals;1;5;No;Dan;Iwasa;Man;;Japan;Fall;3;1;End of turn;Group;Opponent fall;Knee;Hip;Yes;Direct impact;00:24:59;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;185;2000m;Mixed;Relay;Yes;Heats;1;3;No;No data;No data;Woman;;Ukraine;Fall;12;2;Turn entrance;Group;Opponent contact;Shin;Hip;Yes;Direct impact;01:28:25;#DIV/0!;;;;;
World Cup;Almaty;2022;3;147;500m;Men;Solo;Yes;Quarterfinals;1;5;No;Xiaojun;Lin;Man;;China;Fall;3;1;End of turn;Solo;Sliding;Knee;Hip;Yes;Direct impact;00:24:59;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;186;2000m;Mixed;Relay;Yes;Heats;2;4;Yes;No data;No data;Man;;Germany;Fall;18;1;Turn;Group;Opponent contact;Hip;None;Yes;No data;01:35:04;#DIV/0!;;;;;
World Cup;Almaty;2022;3;163;500m;Women;Solo;Yes;Semifinals;2;5;No;Valentina;Ascic;Woman;;Croatia;Fall;1;1;Turn;Solo;Sliding;Hip + elbow;None;Yes;Direct impact;01:22:38;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;194;1000m;Men;Solo;No;Quarterfinals;1;5;Yes;Shaoang;Liu;Man;;Hungary;Fall;5;2;End of turn;Group;Skates contact;Hip;None;No data;No data;00:26:19;#DIV/0!;;;;;
World Cup;Almaty;2022;3;164;500m;Men;Solo;Yes;Semifinals;1;5;No;Kay;Huisman;Man;;The Netherlands;Fall;2;2;End of turn;Solo;Stumbles;Hip + elbow;None;Yes;Direct impact;01:25:17;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;198;1000m;Women;Solo;No;Semifinals;1;5;Yes;Suzanne;Schulting;Woman;;The Netherlands;Fall;9;1;Turn entrance;Group;Opponent contact;Knee;Hand;Yes;Direct impact;01:02:30;#DIV/0!;;;;;
World Cup;Almaty;2022;3;166;1500m;Women;Solo;Yes;Semifinals;1;5;No;Julie;Letai;Woman;;USA;Fall;14;2;End of turn;Solo;Stumbles;Hand + knee;Hip;No;None;01:46:38;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;198;1000m;Women;Solo;No;Semifinals;1;5;Yes;Ekaterina;Efremenkova;Woman;;Russia;Fall;9;1;Turn entrance;Group;Opponent contact;Knee;Hand;Yes;No data;01:02:30;#DIV/0!;;;;;
World Cup;Almaty;2022;3;168;1500m;Men;Solo;Yes;Semifinals;1;7;Yes;Neithan;Thomas;Man;;Poland;Fall;7;1;Turn;Group;Opponent contact;Hip + Hand;None;Yes;Direct impact;01:54:40;#DIV/0!;;;;;head contact with adverse chest
World Cup;Nagoya;2021;4;198;1000m;Women;Solo;No;Semifinals;1;5;Yes;Arianna;Fontana;Woman;;Italy;Fall;9;1;Turn entrance;Group;Opponent fall;Knee;Hip;Yes;No data;01:02:32;#DIV/0!;;;;;
World Cup;Almaty;2022;3;168;1500m;Men;Solo;Yes;Semifinals;1;7;Yes;Pawel;Adamski;Man;;Poland;Fall;7;1;Turn;Group;Opponent fall;Abdomen;None;Yes;None;01:54:40;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;205;1000m;Men;Solo;No;Final A;None;5;No;Shaolin Sandor;Liu;Man;;Hungary;Fall;7;2;Turn;Solo;Sliding;Hip;Elbow;Yes;Indirect impact;01:56:57;#DIV/0!;;;;;
World Cup;Almaty;2022;3;171;5000m;Men;Relay;Yes;Final B;None;3;No;Alex;Varnyu;Man;;Hungary;Fall;34;2;End of turn;Solo;Sliding;Hip;None;Yes;No data;02:30:16;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;206;2000m;Mixed;Relay;No;Semifinals;1;4;No;Sumire;Kikuchi;Woman;;Japan;Fall;1;1;End of turn;Solo;Cone;Hip;None;Yes;No data;02:26:11;#DIV/0!;;;;;
World Cup;Almaty;2022;3;173;500m;Women;Solo;No;Quarterfinals;2;5;No;Danae;Blais;Woman;;Canada;Fall;1;1;Start;Group;Opponent contact;Hip;None;Yes;None;00:15:26;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;206;2000m;Mixed;Relay;No;Semifinals;1;4;No;No data;No data;No data;;Japan;Fall;6;None;Straight line;Solo;Stumbles;Hip + elbow;None;Yes;No data;02:29:08;#DIV/0!;;;;;
World Cup;Almaty;2022;3;176;500m;Men;Solo;No;Quarterfinals;1;5;Yes;Jordan;Pierre-Gilles;Man;;Canada;Fall;1;1;Start;Group;Skates contact;Knee;Back;Yes;None;00:24:29;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;206;2000m;Mixed;Relay;No;Semifinals;1;4;No;Suzanne;Schulting;Woman;;The Netherlands;Fall;12;2;Turn;Solo;Stumbles;Hip;None;Yes;None;02:30:15;#DIV/0!;;;;;
World Cup;Almaty;2022;3;179;500m;Men;Solo;No;Quarterfinals;4;5;No;Reinis;Berzins;Man;;Latvia;Fall;3;2;Turn;Solo;Sliding;Hand;Hip;Yes;None;00:34:46;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;206;2000m;Mixed;Relay;No;Semifinals;1;4;No;No data;No data;No data;;The Netherlands;Fall;No data;No data;No data;No data;No data;No data;No data;No data;No data;02:30:45;#DIV/0!;;;;x;
World Cup;Almaty;2022;3;182;1500m;Women;Solo;No;Semifinals;2;7;Yes;Li;Gong;Woman;;China;Fall;10;1;Turn;Solo;Cone;Hip + Hand;None;Yes;Direct impact;00:58:07;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;207;2000m;Mixed;Relay;No;Semifinals;2;4;No;No data;No data;Woman;;Canada;Fall;4;None;Straight line;Solo;Stumbles;Elbow;Flank;Yes;No data;02:35:39;#DIV/0!;;;;;
World Cup;Almaty;2022;3;182;1500m;Women;Solo;No;Semifinals;2;7;Yes;Gabriela;Topolska;Woman;;Poland;Fall;10;1;Turn;Group;Opponent fall;Hip + Hand;None;Yes;Indirect impact;00:58:07;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;207;2000m;Mixed;Relay;No;Semifinals;2;4;No;No data;No data;No data;;Italy;Fall;4;None;Straight line;Group;Opponent fall;Back;None;Yes;No data;02:35:41;#DIV/0!;;;;;
World Cup;Almaty;2022;3;183;1500m;Men;Solo;No;Semifinals;1;7;Yes;Friso;Emons;Man;;The Netherlands;Fall;14;1;Turn;Group;Opponent fall;Butt;None;Yes;None;01:10:25;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;209;2000m;Mixed;Relay;No;Final A;None;5;No;Martina;Valcepina;Woman;;Italy;Fall;1;1;Turn;Group;Skates contact;Hip;None;Yes;Indirect impact;03:06:39;#DIV/0!;;;;;
World Cup;Almaty;2022;3;183;1500m;Men;Solo;No;Semifinals;1;7;Yes;Luca;Spechenhauser;Man;;Italy;Fall;14;1;Turn;Group;Opponent contact;Butt;None;Yes;None;01:10:25;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;209;2000m;Mixed;Relay;No;Final A;None;5;No;No data;No data;Man;;Belgium;Fall;18;1;End of turn;Solo;Sliding;Hip;None;Yes;No data;03:09:11;#DIV/0!;;;;;
World Cup;Almaty;2022;3;186;500m;Women;Solo;No;Semifinals;1;5;Yes;Rikki;Doak;Woman;;Canada;Fall;1;1;Start;Group;Skates contact;Knee;Hip;No;None;01:28:23;#DIV/0!;;;;;
World Cup;Nagoya;2021;4;211;5000m;Men;Relay;No;Final A;None;5;No;No data;No data;Man;;Korea;Fall;35;1;End of turn;Group;Opponent contact;Knee;Butt;No;None;04:02:25;#DIV/0!;;;;;
World Cup;Almaty;2022;3;186;500m;Women;Solo;No;Semifinals;1;5;Yes;Yara;Van Kerkhof;Woman;;The Netherlands;Fall;1;1;Start;Group;Skates contact;Knee;None;Yes;None;01:28:23;#DIV/0!;;;;;
Olympic Games;Pekin;2022;;;1000m;Women;Solo;No;Quarterfinals;2;5;No;Natalia;Maliszewska;Woman;;Poland;Fall;9;2;End of turn;Group;Opponent contact;Knee;Butt;No;None;00:10:33;#DIV/0!;;;;;
World Cup;Almaty;2022;3;186;500m;Women;Solo;No;Semifinals;1;5;Yes;Yara;Van Kerkhof;Woman;;The Netherlands;Fall;1;1;Start;Group;Opponent contact;Knee;Hip;Yes;None;01:30:10;#DIV/0!;;;;;
Olympic Games;Pekin;2022;;;1000m;Women;Solo;No;Quarterfinals;3;5;No;Sumire;Kikuchi;Woman;;Japan;Fall;9;1;End of turn;Group;Opponent contact;Hip;None;Yes;Indirect impact;00:15:15;#DIV/0!;;;;;
World Cup;Almaty;2022;3;186;500m;Women;Solo;No;Semifinals;1;5;Yes;Minjeong;Choi;Woman;;Korea;Fall;1;1;Start;Group;Opponent contact;Knee;Hand;No;None;01:30:10;#DIV/0!;;;;;
Olympic Games;Pekin;2022;;;500m;Men;Solo;No;Heats;1;4;Yes;juneseo;Lee;Woman;;Korea;Fall;5;No data;Turn;Group;Opponent contact;Knee;Elbow;Yes;Indirect impact;00:25:13;#DIV/0!;;;;;
World Cup;Almaty;2022;3;186;500m;Women;Solo;No;Semifinals;1;5;Yes;Yara;Van Kerkhof;Woman;;The Netherlands;Fall;3;1;End of turn;Group;Blocked/pushed;Butt;None;Yes;Indirect impact;01:33:56;#DIV/0!;;;;;
Olympic Games;Pekin;2022;;;500m;Men;Solo;No;Heats;2;4;No;Maxime;Laoun;Man;;Canada;Fall;5;1;Turn;Solo;Sliding;Butt;None;Yes;Indirect impact;00:29:03;#DIV/0!;;;;;
World Cup;Almaty;2022;3;188;500m;Men;Solo;No;Semifinals;1;5;No;Diane;Sellier;Man;;Poland;Fall;5;None;Finish line;Group;Opponent fall;Butt;None;No data;No data;01:41:55;#DIV/0!;;;;;
Olympic Games;Pekin;2022;;;500m;Men;Solo;No;Heats;6;4;No;Itzhak;De Laat;Man;;The Netherlands;Fall;3;1;End of turn;Solo;Sliding;Hip;None;Yes;None;00:41:23;#DIV/0!;;;;;
World Cup;Almaty;2022;3;188;500m;Men;Solo;No;Semifinals;1;5;No;Stijn;Desmet;Man;;Belgium;Fall;5;None;Finish line;Group;Skates contact;Butt;None;No data;No data;01:41:55;#DIV/0!;;;;;
Olympic Games;Pekin;2022;;;500m;Men;Solo;No;Heats;8;4;No;Dylan;Hoogerwerf;Man;;The Netherlands;Fall;5;2;End of turn;Solo;Stumbles;Hip;None;Yes;None;00:48:42;#DIV/0!;;;;;
World Cup;Almaty;2022;3;189;500m;Men;Solo;No;Semifinals;2;5;No;Yuchen;Zhong;Man;;China;Fall;1;None;Start;Solo;Stumbles;Hand + knee;Butt;No;None;01:43:51;#DIV/0!;;;;;
Olympic Games;Pekin;2022;;;5000m;Men;Relay;No;Semifinals;1;4;No;No data;No data;Man;;China;Fall;34;2;Turn entrance;Group;Skates contact;Knee;Flank;Yes;None;01:16:18;#DIV/0!;;;;;
World Cup;Almaty;2022;3;193;1500m;Men;Solo;No;Final A;None;8;No;Brendan;Corey;Man;;Australia;Fall;10;None;Straight line;Group;Opponent contact;Hip;Flank;Yes;Direct impact;02:29:03;#DIV/0!;;;;;
Olympic Games;Pekin;2022;;;1000m;Women;Solo;No;Final A;None;5;Yes;Arianna;Fontana;Woman;;Italy;Fall;9;2;Turn;Group;Opponent contact;Hip + elbow;None;Yes;None;01:51:49;#DIV/0!;;;;;
World Cup;Almaty;2022;3;195;500m;Women;Solo;No;Final A;None;5;No;Kristen;Santos-Griswold;Woman;;USA;Fall;1;None;Start;Group;Skates contact;Elbow;Abdomen;No;None;02:43:54;#DIV/0!;;;;;
Olympic Games;Pekin;2022;;;1000m;Women;Solo;No;Final A;None;5;Yes;Kristen;Santos;Woman;;USA;Fall;9;2;Turn;Group;Opponent contact;Hip;None;Yes;No data;01:51:49;#DIV/0!;;;;;
World Cup;Almaty;2022;3;198;3000m;Women;Relay;No;Final A;None;4;No;Xinran;Wang;Woman;;China;Fall;22;None;Straight line;Group;Skates contact;Abdomen;None;Yes;Indirect impact;03:29:05;#DIV/0!;;;;;
Olympic Games;Pekin;2022;;;500m;Women;Solo;No;Semifinals;2;5;Yes;Hanne;Desmet;Woman;;Belgium;Fall;5;None;Straight line;Group;Skates contact;Elbow + knee;None;No data;No data;00:03:11;#DIV/0!;;;;;
World Cup;Almaty;2022;3;198;3000m;Women;Relay;No;Final A;None;4;No;Suzanne;Schulting;Woman;;The Netherlands;Fall;27;None;Straight line;Group;Skates contact;Butt;None;Yes;None;03:29:36;#DIV/0!;;;;;
