Competiton;City;Year;Day #;Race #;Distance;Gender (race);Solo/ Relay;Repechage;Race type;Heat #;# of skaters;Penalty;First name;Last name;Gender (fallen);Helmet #;Country;Fall / Out of track;Lap #;Turn #;Place of fall;Solo/ Group;Reason of fall;First impact;Second impact;Mattress impact;Head impact;Timing video;Impact speed mean;Impact speed m1;Impact speed m2;Impact speed m3;Not displayed;Comments
World Cup;Dordrecht;2021;3;173;500m;Men;Solo;No;Quarterfinals;1;5;Yes;Denis;Nikisha;Man;17;Kazakhstan;Fall;No data;No data;End of turn;Group;Opponent fall;Butt;Head;Yes;Direct impact;02:09:53;#DIV/0!;;;;;
World Cup;Dordrecht;2023;1;81;1000m;Women;Solo;No;Heats;3;5;No;Diana Laura;Vegi;Woman;163;Hungary;Fall;No data;No data;Turn;Solo;Sliding;Hip;None;Yes;No data;07:44:03;#DIV/0!;;;;;
World Cup;Dordrecht;2021;3;173;500m;Men;Solo;No;Quarterfinals;1;5;Yes;Jordan;Pierre-Gilles;Man;67;Canada;Fall;No data;No data;End of turn;Group;Blocked/pushed;Hand + knee;None;Yes;None;02:13:51;#DIV/0!;;;;;
World Cup;Dordrecht;2023;1;82;1000m;Women;Solo;No;Heats;4;5;No;Elisa;Confortola;Woman;101;Italy;Fall;No data;None;Straight line;Group;Skates contact;Hand;Abdomen;Yes;Indirect impact;07:49:02;#DIV/0!;;;;;
World Cup;Dordrecht;2021;3;173;500m;Men;Solo;No;Quarterfinals;1;5;Yes;Denis;Nikisha;Man;17;Kazakhstan;Fall;No data;No data;End of turn;Group;Opponent fall;Butt;None;Yes;Indirect impact;02:13:51;#DIV/0!;;;;;
World Cup;Dordrecht;2023;1;91;1000m;Men;Solo;No;Heats;5;5;Yes;Guanyi;Liu;Man;152;China;Fall;No data;No data;Turn;Group;Opponent contact;Hip;Elbow;Yes;Direct impact;08:23:19;#DIV/0!;;;;;
World Cup;Dordrecht;2021;3;174;500m;Men;Solo;No;Quarterfinals;2;5;No;Oleh;Handei;Man;44;Ukraine;Fall;No data;None;Finish line;Solo;Sliding;Butt;None;Yes;Indirect impact;02:18:33;#DIV/0!;;;;;
World Cup;Dordrecht;2023;1;91;1000m;Men;Solo;No;Heats;5;5;Yes;Clayton;De Clemente;Man;132;USA;Fall;No data;No data;Turn;Group;Opponent fall;Shin;Butt;Yes;Direct impact;08:23:19;#DIV/0!;;;;;
World Cup;Dordrecht;2021;3;176;500m;Men;Solo;No;Quarterfinals;4;5;No;Dylan;Hoogerwerf;Man;8;The Netherlands;Fall;No data;No data;End of turn;Solo;Sliding;Butt;None;Yes;Direct impact;02:24:42;#DIV/0!;;;;;
World Cup;Dordrecht;2023;1;94;3000m;Women;Relay;No;Quarterfinals;2;16;No;No data;No data;Woman;77;Poland;Fall;No data;No data;Turn;Group;Cone;Shin;Hip;No;None;08:51:16;#DIV/0!;;;;;
World Cup;Dordrecht;2021;3;147;1500m;Women;Solo;Yes;Heats;2;7;No;Kamila;Stormowska;Woman;51;Poland;Fall;No data;None;Straight line;Group;Skates contact;Hand + knee;Hip;No;None;00:07:38;#DIV/0!;;;;;
World Cup;Dordrecht;2023;1;98;5000m;Men;Relay;No;Quarterfinals;3;16;No;No data;No data;Man;;France;Fall;No data;No data;End of turn;Solo;Sliding;Hip + elbow;Knee;Yes;Direct impact;09:39:41;#DIV/0!;;;;;
World Cup;Dordrecht;2021;3;148;1500m;Women;Solo;Yes;Heats;3;6;No;Xandra;Velzeboer;Woman;23;Czech Republic;Fall;No data;No data;Turn;Solo;Sliding;Hip + Hand;Flank;Yes;None;00:12:53;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;128;1000m;Women;Solo;No;Quarterfinals;2;5;No;Gabriela;Topolska;Woman;77;Poland;Fall;No data;No data;Turn;Solo;Stumbles;Hip;None;Yes;Direct impact;00:18:41;#DIV/0!;;;;;
World Cup;Dordrecht;2021;3;156;500m;Men;Solo;Yes;Heats;2;4;Yes;In Wook;Park;Man;55;Korea;Fall;No data;No data;Turn entrance;Group;Opponent contact;Hip + Hand;None;Yes;Direct impact;00:59:35;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;134;1000m;Men;Solo;No;Quarterfinals;4;5;Yes;Yanghun Ben;Jung;Man;23;Germany;Fall;No data;None;Start;Group;Skates contact;Hand + knee;Abdomen;No;None;00:38:38;#DIV/0!;;;;;
World Cup;Dordrecht;2021;3;177;500m;Women;Solo;No;Semifinals;1;5;Yes;Kristen;Santos-Griswold;Woman;8;USA;Fall;No data;No data;Turn;Group;Blocked/pushed;Hip;Elbow;Yes;None;02:42:31;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;137;1500m;Women;Solo;No;Semifinals;3;7;No;Anna;Seidel;Woman;10;Germany;Fall;No data;No data;Turn entrance;Group;Skates contact;Hand;Butt;Yes;Direct impact;01:10:21;#DIV/0!;;;;;
World Cup;Dordrecht;2021;3;178;500m;Women;Solo;No;Semifinals;2;5;No;Natalia;Maliszewska;Woman;16;Poland;Fall;No data;No data;End of turn;Solo;Sliding;Butt;None;Yes;None;02:46:34;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;137;1500m;Women;Solo;No;Semifinals;3;7;No;Olga;Tikhonova;Woman;60;Kazakhstan;Fall;No data;None;Straight line;No data;No data;No data;No data;No data;No data;01:10:27;#DIV/0!;;;;x;
World Cup;Dordrecht;2021;3;180;500m;Men;Solo;No;Semifinals;2;5;No;Jens;van T'Wout;Man;122;The Netherlands;Fall;No data;No data;End of turn;Solo;Cone;Hand + knee;Hip;Yes;Direct impact;02:52:40;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;138;1500m;Men;Solo;No;Semifinals;1;7;No;Mateusz;Mikolajuk;Man;178;Poland;Fall;No data;No data;Turn entrance;Solo;Stumbles;Hip + Hand;Flank;Yes;None;01:16:34;#DIV/0!;;;;;
World Cup;Dordrecht;2021;3;182;500m;Women;Solo;No;Final A;None;4;No;Suzanne;Schulting;Woman;1;The Netherlands;Fall;No data;No data;Turn;Group;Skates contact;Hip + Hand;Flank;Yes;Indirect impact;03:18:52;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;143;1000m;Men;Solo;No;Semifinals;1;5;No;Diane;Sellier;Man;90;Poland;Fall;No data;No data;End of turn;Group;Blocked/pushed;Butt;None;Yes;Direct impact;01:47:07;#DIV/0!;;;;;
World Cup;Dordrecht;2021;3;184;500m;Men;Solo;No;Final A;None;4;No;Shaolin Sandor;Liu;Man;2;Hungary;Fall;No data;No data;Turn;Solo;Sliding;Hip + Hand;None;Yes;None;03:32:58;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;147;1500m;Men;Solo;No;Final B;None;7;No;Stijn;Desmet;Man;4;Belgium;Fall;No data;No data;Turn;Solo;Cone;Elbow;Abdomen;Yes;No data;02:33:46;#DIV/0!;;;;;
World Cup;Dordrecht;2021;3;185;3000m;Women;Relay;No;Semifinals;1;4;No;No data;No data;Woman;;Poland;Fall;No data;No data;Turn entrance;Solo;Sliding;Hand + knee;None;Yes;No data;04:10:34;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;152;1000m;Men;Solo;No;Final A;None;5;No;Roberts;Kruzbergs;Man;7;Latvia;Fall;No data;None;Finish line;Solo;Stumbles;Butt;Hand;No;None;03:10:57;#DIV/0!;;;;;
World Cup;Dordrecht;2021;4;189;1000m;Women;Solo;Yes;Heats;1;4;No;Gabriela;Topolska;Woman;99;Poland;Fall;No data;No data;End of turn;Solo;Sliding;Knee;None;Yes;Direct impact;00:05:04;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;153;2000m;Mixed;Relay;No;Final B;None;12;No;No data;No data;Woman;;Hungary;Fall;No data;None;Straight line;Group;Relay push;Hand;Hip;No;None;03:23:22;#DIV/0!;;;;;
World Cup;Dordrecht;2021;4;189;1000m;Women;Solo;Yes;Heats;1;4;No;Olga;Tokhonova;Woman;72;Kazakhstan;Fall;No data;None;Finish line;Solo;Sliding;Butt;None;Yes;Indirect impact;00:05:44;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;153;2000m;Mixed;Relay;No;Final B;None;12;No;No data;No data;No data;;Belgium;Fall;No data;No data;End of turn;Solo;Stumbles;Butt;None;Yes;Direct impact;03:23:34;#DIV/0!;;;;;
World Cup;Dordrecht;2021;4;191;1000m;Women;Solo;Yes;Heats;3;5;No;Kamila;Stormowska;Woman;51;Poland;Fall;No data;No data;Turn entrance;Solo;Sliding;Hand + knee;Hip;Yes;None;00:12:22;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;154;2000m;Mixed;Relay;No;Final A;None;20;No;No data;No data;No data;;Italy;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;03:34:08;#DIV/0!;;;;x;
World Cup;Dordrecht;2021;4;196;2000m;Mixed;Relay;Yes;Heats;1;2;No;No data;No data;Man;142;Belarus;Fall;No data;No data;End of turn;Solo;Sliding;Knee;None;Yes;Direct impact;00:45:48;#DIV/0!;;;;;Tête genoux?
World Cup;Dordrecht;2023;2;155;3000m;Women;Relay;No;Semifinals;1;16;No;Suzanne;Schulting;Woman;;The Netherlands;Fall;No data;No data;End of turn;Solo;Skate stuck in the ice;Hand + knee;None;Yes;Indirect impact;04:01:49;#DIV/0!;;;;;
World Cup;Dordrecht;2021;4;198;2000m;Mixed;Relay;Yes;Heats;3;4;No;No data;No data;;93;USA;Fall;No data;None;Straight line;Group;Relay push;Butt;None;No;None;00:54:16;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;157;5000m;Men;Relay;No;Semifinals;1;16;Yes;No data;No data;Man;69;Canada;Fall;No data;None;Straight line;Group;Skates contact;Hand;Hip;Yes;Direct impact;04:18:25;#DIV/0!;;;;;
World Cup;Dordrecht;2021;4;200;5000m;Men;Relay;Yes;Final B;None;3;No;No data;No data;Man;192;Japan;Fall;No data;No data;Turn;Group;Opponent contact;Hand + knee;None;No;None;01:32:42;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;157;5000m;Men;Relay;No;Semifinals;1;16;Yes;No data;No data;Man;;Italy;Fall;No data;No data;Turn;Group;Opponent fall;Butt;None;Yes;Indirect impact;04:18:28;#DIV/0!;;;;;
World Cup;Dordrecht;2021;4;200;5000m;Men;Relay;Yes;Final B;None;3;No;No data;No data;Man;204;Italy;Fall;No data;No data;Turn;Group;Opponent fall;Hand;Flank;Yes;Indirect impact;01:32:42;#DIV/0!;;;;;Vol plané
World Cup;Dordrecht;2023;3;193;500m;Women;Solo;No;Quarterfinals;4;5;No;Ye;Wang;Woman;119;China;Fall;No data;None;Start;Solo;Stumbles;Hand;Abdomen;No;None;00:20:50;#DIV/0!;;;;;
World Cup;Dordrecht;2021;4;200;5000m;Men;Relay;Yes;Final B;None;3;No;No data;No data;Man;10;Italy;Fall;No data;No data;End of turn;Solo;Sliding;Butt;None;Yes;No data;01:34:38;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;196;500m;Men;Solo;No;Quarterfinals;3;5;No;Teun;Boer;Man;172;The Netherlands;Fall;No data;None;Start;Group;Skates contact;Butt;None;Yes;None;00:31:39;#DIV/0!;;;;;
World Cup;Dordrecht;2021;4;217;2000m;Mixed;Relay;No;Semifinals;1;4;No;No data;No data;Woman;122;Italy;Fall;No data;No data;End of turn;Solo;Sliding;Hip;None;Yes;No data;02:26:19;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;205;1000m;Men;Solo;No;Quarterfinals;4;6;No;William;Dandjinou;Man;137;Canada;Fall;No data;No data;Turn;Group;Opponent contact;Butt;None;Yes;Direct impact;01:08:11;#DIV/0!;;;;;
World Cup;Dordrecht;2021;4;217;2000m;Mixed;Relay;No;Semifinals;1;4;No;No data;No data;Man;194;Korea;Fall;No data;No data;Turn;Solo;Sliding;Hand + knee;None;Yes;None;02:28:02;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;205;1000m;Men;Solo;No;Quarterfinals;4;6;No;Brendan;Corey;Man;21;Australia;Fall;No data;No data;Turn;Group;Opponent fall;Hip;Flank;Yes;Direct impact;01:08:11;#DIV/0!;;;;;
World Cup;Dordrecht;2021;4;218;2000m;Mixed;Relay;No;Semifinals;2;4;No;No data;No data;Woman;94;Belgium;Fall;No data;No data;Turn;Solo;Sliding;Hip + Hand;None;Yes;None;02:32:23;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;208;500m;Men;Solo;No;Semifinals;1;5;No;Denis;Nikisha;Man;55;Kazakhstan;Fall;No data;No data;Turn entrance;Group;Skates contact;Shin;Hip;Yes;Direct impact;01:31:40;#DIV/0!;;;;;
World Cup;Dordrecht;2021;4;220;2000m;Mixed;Relay;No;Final A;None;4;No;;No data;Man;12;Russia;Fall;No data;None;Straight line;Solo;Stumbles;Hand + knee;None;No;None;03:06:24;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;217;500m;Men;Solo;No;Final A;None;5;No;Diane;Sellier;Man;90;Poland;Fall;No data;None;Straight line;Solo;Stumbles;Hand;Back;Yes;None;02:32:18;#DIV/0!;;;;;
World Cup;Dordrecht;2021;4;220;2000m;Mixed;Relay;No;Final A;None;4;No;No data;No data;Woman;38;Korea;Fall;No data;None;Start;Solo;Skate stuck in the ice;Elbow + knee;None;No;None;03:38:44;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;221;1000m;Men;Solo;No;Final A;None;5;No;Luca;Spechenhauser;Man;14;Italy;Fall;No data;None;Finish line;Solo;Sliding;Hand;Butt;Yes;No data;03:04:44;#DIV/0!;;;;;
World Cup;Dresden;2023;1;1;1000m;Men;Solo;No;Preliminaries;1;5;No;Ethan;Treacy;Man;46;UK;Fall;No data;No data;End of turn;Solo;Skate stuck in the ice;Hand + knee;None;Yes;Direct impact;00:08:22;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;223;5000m;Men;Relay;No;Final A;None;16;No;No data;No data;Man;;Kazakhstan;Fall;No data;None;Straight line;Group;Relay push;Hand;Butt;Yes;Direct impact;03:50:33;#DIV/0!;;;;;
World Cup;Dresden;2023;1;6;1000m;Men;Solo;No;Preliminaries;6;5;No;Warre;Noiron;Man;219;Belgium;Fall;No data;No data;End of turn;Solo;Sliding;Hip + elbow;None;Yes;Indirect impact;00:25:23;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;223;5000m;Men;Relay;No;Final A;None;16;No;No data;No data;Man;;Japan;Fall;No data;No data;End of turn;Solo;Sliding;Hip + Hand;None;Yes;Direct impact;03:53:21;#DIV/0!;;;;;
World Cup;Dresden;2023;1;9;1000m;Men;Solo;No;Preliminaries;9;5;Yes;Oleh;Handei;Man;27;Ukraine;Fall;No data;No data;Turn;Group;Cone;Hand;Butt;Yes;Direct impact;00:35:53;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;223;5000m;Men;Relay;No;Final A;None;16;No;No data;No data;Man;;Korea;Fall;No data;None;Straight line;Group;Relay push;Elbow;Abdomen;Yes;None;03:53:35;#DIV/0!;;;;;
World Cup;Dresden;2023;1;9;1000m;Men;Solo;No;Preliminaries;9;5;Yes;Xiaojun;Lin;Man;148;China;Fall;No data;No data;Turn;Group;Opponent fall;Hip;None;Yes;Direct impact;00:35:53;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;104;1000m;Men;Solo;Yes;Quarterfinals;1;6;No;Caleb;Park;Man;226;USA;Fall;No data;None;Straight line;Group;Skates contact;Hip + elbow;None;Yes;None;00:36:59;#DIV/0!;;;;;
World Cup;Dresden;2023;1;9;1000m;Men;Solo;No;Preliminaries;9;5;Yes;Maxime;Laoun;Man;69;Canada;Fall;No data;No data;Turn;Group;Opponent fall;Hand;Hip;Yes;No data;00:35:53;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;105;1000m;Men;Solo;Yes;Quarterfinals;2;5;No;Oleh;Handei;Man;27;Ukraine;Fall;No data;No data;Turn;Group;Skates contact;Hip + Hand;None;Yes;Direct impact;00:40:32;#DIV/0!;;;;;
World Cup;Dresden;2023;1;10;1000m;Men;Solo;No;Preliminaries;10;5;No;Ivan;Donchev;Man;44;Bulgaria;Fall;No data;No data;Turn entrance;Solo;Sliding;Shin;Flank;Yes;None;00:42:12;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;106;1000m;Men;Solo;Yes;Quarterfinals;3;6;Yes;Tawan;Thomas;Man;109;France;Fall;No data;No data;End of turn;Group;Opponent contact;Butt;None;Yes;Direct impact;00:45:12;#DIV/0!;;;;;
World Cup;Dresden;2023;1;12;1000m;Men;Solo;No;Preliminaries;12;5;No;Tarik;Omeragic;Man;36;Bosnia;Fall;No data;No data;End of turn;Solo;Sliding;Hip + Hand;None;Yes;No data;00:48:41;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;108;1000m;Men;Solo;Yes;Quarterfinals;5;5;Yes;Anton;Khvan;Man;190;Kazakhstan;Fall;No data;No data;Turn entrance;Group;Opponent contact;Hand;Knee;Yes;Direct impact;00:52:07;#DIV/0!;;;;;
World Cup;Dresden;2023;1;18;1000m;Women;Solo;No;Heats;6;5;No;Gabriela;Topolska;Woman;77;Poland;Fall;No data;None;Straight line;Group;Skates contact;Butt;None;Yes;No data;01:25:52;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;110;1500m;Women;Solo;Yes;Quarterfinals;1;6;Yes;Diana Laura;Vegi;Woman;163;Hungary;Fall;No data;No data;End of turn;Group;Blocked/pushed;Hip + Hand;None;Yes;Indirect impact;00:59:32;#DIV/0!;;;;;
World Cup;Dresden;2023;1;20;1000m;Women;Solo;No;Heats;8;5;No;Aoi;Watanabe;Woman;127;Japan;Fall;No data;No data;End of turn;Group;Skates contact;Knee;Flank;No;None;01:32:24;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;111;1500m;Women;Solo;Yes;Quarterfinals;2;6;No;Lisa;Eckstein;Woman;90;Germany;Fall;No data;No data;Turn;Solo;Cone;Hip + elbow;None;Yes;Indirect impact;01:05:28;#DIV/0!;;;;;
World Cup;Dresden;2023;1;22;1000m;Men;Solo;No;Heats;1;5;No;Tawan;Thomas;Man;109;France;Fall;No data;None;Straight line;Solo;Stumbles;Knee;Butt;No;None;01:40:36;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;116;1500m;Men;Solo;Yes;Quarterfinals;4;6;Yes;Peter;Murphy;Man;213;Luxembourg;Fall;No data;No data;Turn entrance;Group;Blocked/pushed;Hip + elbow;None;Yes;Direct impact;01:28:48;#DIV/0!;;;;;
World Cup;Dresden;2023;1;22;1000m;Men;Solo;No;Heats;1;5;No;Danylo;Fedorenko;Man;108;Ukraine;Fall;No data;No data;End of turn;Solo;Sliding;Hip + Hand;None;Yes;No data;01:40:45;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;124;1500m;Men;Solo;Yes;Semifinals;2;7;Yes;Alex;Varnyu;Man;203;Hungary;Fall;No data;No data;Turn entrance;Group;Skates contact;Hand;Hip;Yes;Direct impact;02:10:27;#DIV/0!;;;;;
World Cup;Dresden;2023;1;23;1000m;Men;Solo;No;Heats;2;5;No;Radek;Fajkus;Man;25;Czech Republic;Fall;No data;No data;Turn;Group;Blocked/pushed;Hip;None;Yes;None;01:44:58;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;124;1500m;Men;Solo;Yes;Semifinals;2;7;Yes;Danylo;Fedorenko;Man;108;Ukraine;Fall;No data;No data;Turn entrance;Group;Opponent fall;Elbow;Back;Yes;Direct impact;02:10:27;#DIV/0!;;;;;
World Cup;Dresden;2023;1;24;1000m;Men;Solo;No;Heats;3;5;No;Kay;Huisman;Man;170;The Netherlands;Fall;No data;None;Straight line;Solo;Stumbles;Hand;Butt;Yes;None;01:48:07;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;124;1500m;Men;Solo;Yes;Semifinals;2;7;Yes;Jordan;Pierre-Gilles;Man;16;Canada;Fall;No data;No data;Turn;Solo;Sliding;Butt;None;Yes;Indirect impact;02:11:23;#DIV/0!;;;;;
World Cup;Dresden;2023;1;24;1000m;Men;Solo;No;Heats;3;5;No;Bence;Nogradi;Man;19;Hungary;Fall;No data;None;Straight line;Group;Opponent fall;Knee;Hip;Yes;None;01:48:07;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;126;2000m;Mixed;Relay;Yes;Semifinals;2;16;No;No data;No data;Woman;;Poland;Fall;No data;None;Straight line;Group;Skates contact;Hip + elbow;None;Yes;Direct impact;02:34:54;#DIV/0!;;;;;
World Cup;Dresden;2023;1;;1500m;Women;Solo;No;Quarterfinals;2;;;Hanna;Sokolowska;Woman;138;Poland;Fall;No data;No data;Turn;Group;Opponent contact;Knee;Butt;Yes;None;02:26:07;#DIV/0!;;;;;
World Cup;Dordrecht;2023;2;126;2000m;Mixed;Relay;Yes;Semifinals;2;16;No;No data;No data;Woman;;Belgium;Fall;No data;None;Straight line;Group;Skates contact;Butt;None;Yes;Direct impact;02:34:54;#DIV/0!;;;;;
World Cup;Dresden;2023;1;;1500m;Women;Solo;No;Quarterfinals;6;;;Valentina;Ascic;Woman;25;Croatia;Fall;No data;No data;Turn entrance;Group;Opponent contact;Hip + Hand;None;Yes;No data;02:45:11;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;159;500m;Women;Solo;Yes;Quarterfinals;1;4;No;Kii;Kurokawa;Woman;151;Japan;Fall;No data;No data;Turn;Solo;Stumbles;Abdomen;None;Yes;Direct impact;00:19:35;#DIV/0!;;;;;
World Cup;Dresden;2023;1;;1500m;Women;Solo;No;Quarterfinals;6;;;Tineke;Den Dulk;Woman;79;Belgium;Fall;No data;No data;Turn entrance;Group;Opponent fall;Elbow;Abdomen;Yes;Direct impact;02:45:11;#DIV/0!;;;;;Tete glace?
World Cup;Dordrecht;2023;3;162;500m;Women;Solo;Yes;Quarterfinals;4;4;No;Kseniya;Adamenko;Woman;154;Ukraine;Fall;No data;None;Start;Group;Opponent contact;Hand;Hip;Yes;Indirect impact;00:27:14;#DIV/0!;;;;;
World Cup;Dresden;2023;1;;1500m;Women;Solo;No;Quarterfinals;6;;;Yara;Van Kerkhof;Woman;6;The Netherlands;Fall;No data;No data;Turn entrance;Group;Opponent fall;Hip + Hand;None;Yes;No data;02:45:11;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;163;500m;Women;Solo;Yes;Quarterfinals;5;4;No;Yelyzaveta;Sydorko;Woman;98;Ukraine;Fall;No data;No data;Turn entrance;Group;Opponent contact;Butt;None;Yes;Direct impact;00:32:17;#DIV/0!;;;;;
World Cup;Dresden;2023;1;;1500m;Men;Solo;No;Quarterfinals;1;;;Jonas;Hammermuller;Man;222;Germany;Fall;No data;No data;End of turn;Group;Opponent contact;Butt;None;Yes;Indirect impact;02:50:30;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;163;500m;Women;Solo;Yes;Quarterfinals;5;4;No;Ching Yan;Lam;Woman;104;Hong Kong;Fall;No data;No data;Turn entrance;Group;Opponent fall;Hip;Back;Yes;Indirect impact;00:32:17;#DIV/0!;;;;;
World Cup;Dresden;2023;1;;1500m;Men;Solo;No;Quarterfinals;3;;;Balazs;Bontovics;Man;206;Hungary;Fall;No data;No data;End of turn;Group;Blocked/pushed;Butt;None;Yes;Direct impact;03:04:53;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;164;500m;Men;Solo;Yes;Quarterfinals;1;5;No;Tawan;Thomas;Man;109;France;Fall;No data;None;Straight line;Solo;Stumbles;Butt;None;Yes;Indirect impact;00:35:26;#DIV/0!;;;;;
World Cup;Dresden;2023;1;;1500m;Men;Solo;No;Quarterfinals;4;;;Metehan;Atan;Man;33;Turkiye;Fall;No data;No data;End of turn;Group;Skates contact;Knee;Butt;Yes;None;03:09:46;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;165;500m;Men;Solo;Yes;Quarterfinals;2;5;No;Oleh;Handei;Man;27;Ukraine;Fall;No data;None;Straight line;Solo;Stumbles;Butt;None;Yes;Direct impact;00:38:10;#DIV/0!;;;;;
World Cup;Dresden;2023;1;;1500m;Men;Solo;No;Quarterfinals;6;;;Ryan ;Shane;Man;186;USA;Fall;No data;No data;Turn;Group;Skates contact;Hip + Hand;None;Yes;None;03:19:44;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;170;1000m;Women;Solo;Yes;Quarterfinals;1;6;Yes;Hanna;Sokolowska;Woman;138;Poland;Out of track;No data;No data;End of turn;Group;Blocked/pushed;None;None;No;None;00:55:29;#DIV/0!;;;;;
World Cup;Dresden;2023;1;;1500m;Men;Solo;No;Quarterfinals;8;;;Michal;Niewinski;Man;29;Poland;Fall;No data;No data;End of turn;Group;Cone;Hand + knee;Hip;Yes;None;03:30:43;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;174;1000m;Men;Solo;Yes;Quarterfinals;1;6;No;Joshua;Kah;Man;208;New Zealand ;Fall;No data;No data;Turn entrance;Group;Opponent contact;Hip;Flank;Yes;Indirect impact;01:06:19;#DIV/0!;;;;;
World Cup;Dresden;2023;1;;2000m;Mixed;Relay;No;Quarterfinals;1;;;No data;No data;Woman;94;France;Fall;No data;No data;Turn;Solo;Sliding;Hip + Hand;None;Yes;No data;03:48:40;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;176;1000m;Men;Solo;Yes;Quarterfinals;3;6;Yes;Tristan;Navarro;Man;88;France;Fall;No data;No data;Turn entrance;Group;Opponent contact;Butt;Back;Yes;Indirect impact;01:14:27;#DIV/0!;;;;;
World Cup;Dresden;2023;1;;2000m;Mixed;Relay;No;Quarterfinals;4;;;No data;No data;Woman;;Italy;Fall;No data;None;Straight line;Group;Relay push;Abdomen;Head;No;Direct impact;04:07:28;#DIV/0!;;;;;Menton glace
World Cup;Dordrecht;2023;3;180;500m;Women;Solo;Yes;Semifinals;1;5;No;Maame;Biney;Woman;20;USA;Fall;No data;No data;Turn;Solo;Sliding;Hip + elbow;None;Yes;Direct impact;01:37:46;#DIV/0!;;;;;Visage dans matelas
World Cup;Dresden;2023;1;47;500m;Women;Solo;No;Preliminaries;1;5;No;Chutong;Zhang;Woman;55;China;Fall;No data;None;Straight line;Solo;Skate stuck in the ice;Hip + elbow;Flank;Yes;No data;05:05:45;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;180;500m;Women;Solo;Yes;Semifinals;1;5;No;Aurelie;Leveque;Woman;94;France;Fall;No data;No data;End of turn;Solo;Stumbles;Hip;None;Yes;Direct impact;01:38:06;#DIV/0!;;;;;
World Cup;Dresden;2023;1;48;500m;Women;Solo;No;Preliminaries;2;5;No;Berenice;Comby;Woman;152;France;Fall;No data;No data;Turn;Group;Opponent fall;Hip + Hand;None;Yes;No data;05:11:28;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;182;500m;Men;Solo;Yes;Semifinals;1;5;No;Michal;Niewinski;Man;29;Poland;Fall;No data;None;Start;Group;Skates contact;Hip + elbow;Flank;Yes;Indirect impact;01:44:12;#DIV/0!;;;;;
World Cup;Dresden;2023;1;49;500m;Women;Solo;No;Preliminaries;3;5;Yes;Yelyzaveta;Sydorko;Woman;98;Ukraine;Fall;No data;No data;Turn;Group;Opponent contact;Hip + Hand;None;Yes;No data;05:11:28;#DIV/0!;;;;;
World Cup;Dordrecht;2023;3;182;500m;Men;Solo;Yes;Semifinals;1;5;No;Bence;Nogradi;Man;19;Hungary;Fall;No data;None;Start;Group;Opponent fall;Hand + knee;Abdomen;Yes;None;01:44:12;#DIV/0!;;;;;
World Cup;Dresden;2023;1;;500m;Men;Solo;No;Preliminaries;2;;;Martin;Kolenc;Man;24;Croatia;Fall;No data;No data;Turn;Solo;Sliding;Hip + elbow;None;Yes;Indirect impact;05:49:55;#DIV/0!;;;;;
